Sequence name,Lineage,Probability,Most common countries,Number of taxa,Date range,Days since last sampling
USA/NY-PV09425/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09427/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09428/2020,B.1.2,1.0,"USA, UK, Australia",919,"March-09, July-21",60
USA/NY-PV09429/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09430/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09431/2020,B.1.153,1.0,"UK, Belgium, France",54,"March-12, May-05",137
USA/NY-PV09432/2020,B.1.5,1.0,"UK, Spain, USA",2490,"February-26, August-16",34
USA/NY-PV09433/2020,A.1,1.0,"USA, Australia, Canada",987,"February-25, July-14",67
USA/NY-PV09434/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09435/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09436/2020,B.1.1,0.98,"UK, USA, Portugal",15735,"February-16, August-17",33
USA/NY-PV09437/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09438/2020,A.3,1.0,"USA, UK, Australia",232,"January-28, June-10",101
USA/NY-PV09439/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09440/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09441/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09442/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09444/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09446/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09448/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09449/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09450/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09451/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09452/2020,A,1.0,"China, India, Japan",409,"January-05, August-04",46
USA/NY-PV09453/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09454/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09455/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09456/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09457/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09459/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09460/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09461/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09462/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09463/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV09464/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09466/2020,A.3,1.0,"USA, UK, Australia",232,"January-28, June-10",101
USA/NY-PV09467/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09468/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09470/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09471/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09472/2020,A.1,1.0,"USA, Australia, Canada",987,"February-25, July-14",67
USA/NY-PV09474/2020,B.1,0.86,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09475/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09476/2020,B.1,0.86,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09477/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09478/2020,B.1.1,1.0,"UK, USA, Portugal",15735,"February-16, August-17",33
USA/NY-PV09479/2020,A.1,1.0,"USA, Australia, Canada",987,"February-25, July-14",67
USA/NY-PV09480/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09481/2020,B.1.1.61,1.0,USA,30,"February-29, July-17",64
USA/NY-PV09482/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09483/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09484/2020,B.1.26,1.0,"USA, New_Zealand, India",106,"March-17, July-26",55
USA/NY-PV09485/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09486/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09487/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09488/2020,B.1.108,1.0,USA,15,"March-18, April-27",146
USA/NY-PV09489/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09490/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-PV09491/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-PV09492/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-PV09493/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-PV09494/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-PV09495/2020,B.1.1,1.0,"UK, USA, Portugal",15735,"February-16, August-17",34
USA/NY-PV09496/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-PV09497/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-PV09504/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-QDX-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0144/2020,B,1.0,"UK, China, USA",1096,"December-24, July-02",80
USA/NY-SURV0162/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0165/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",60
USA/NY-SURV0166/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",60
USA/NY-SURV0168/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",60
USA/NY-SURV0171/2020,B.1.36,1.0,"India, Saudi_Arabia, Bangladesh",366,"February-16, August-22",29
USA/NY-SURV0175/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0183/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0186/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0240/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-SURV0302/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-SURV0319/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0331/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0334/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0397/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",60
USA/NY-SURV0407/2020,B.1.26,1.0,"USA, New_Zealand, India",106,"March-17, July-26",56
USA/NY-SURV0440/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-SURV0444/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0472/2020,A.1,1.0,"USA, Australia, Canada",987,"February-25, July-14",68
USA/NY-SURV0475/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0495/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0513/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-SURV052/2020,A.1,1.0,"USA, Australia, Canada",987,"February-25, July-14",68
USA/NY-SURV0592/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0710/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV076/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-SURV0862/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-SURV0863/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0874/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",60
USA/NY-SURV097/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",60
USA/NY-SURV0982/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-SURV0983/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-SURV0985/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0988/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV0996/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-SURV1000/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10A02P/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-WCMP10A05P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10A06P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10A12P/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-WCMP10B03P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10B07N/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10B08P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10B11P/2020,B.1.1,1.0,"UK, USA, Portugal",15735,"February-16, August-17",34
USA/NY-WCMP10B12P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10C03P/2020,B.1.26,1.0,"USA, New_Zealand, India",106,"March-17, July-26",56
USA/NY-WCMP10C04P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10C09P/2020,B.1,0.86,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10C11P/2020,B.1,0.86,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10D06P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10D09P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10D11P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10E02P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10E06P/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-WCMP10E07P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10F04P/2020,B.1,0.86,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10F06P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10F09P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10F10P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10G05P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10G06P/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",60
USA/NY-WCMP10G10P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10G11P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10H01P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10H04P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP10H08P/2020,B.1,0.86,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP11A03P/2020,A.3,1.0,"USA, UK, Australia",232,"January-28, June-10",102
USA/NY-WCMP11A06P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP11B03P/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-WCMP11B04P/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-WCMP11B07P/2020,B.1.1,1.0,"UK, USA, Portugal",15735,"February-16, August-17",34
USA/NY-WCMP11C03P/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-WCMP11C04P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP11C05P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP11D01N/2020,B.1.1,1.0,"UK, USA, Portugal",15735,"February-16, August-17",34
USA/NY-WCMP11E04P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP11E05P/2020,B.1,0.86,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP11E09P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP11F04P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP11F06P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP11F07P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP11H06P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP12B04P/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",60
USA/NY-WCMP12C01P/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",60
USA/NY-WCMP12C04P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP12C09P/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-WCMP12D02P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP12D08P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP12D09P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP12E01P/2020,B.1.5,1.0,"UK, Spain, USA",2490,"February-26, August-16",35
USA/NY-WCMP12E06P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP12E09P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP12F01P/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",60
USA/NY-WCMP12F02P/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-WCMP12F03P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP12F07P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP12G01P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP12G02P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP12G03P/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",60
USA/NY-WCMP12G06P/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-WCMP12G08P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP12H01P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP2C03P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP2D02P/2020,A.1,1.0,"USA, Australia, Canada",987,"February-25, July-14",68
USA/NY-WCMP2D04P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP2H03P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP3E02P/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-WCMP4A02N/2020,A,1.0,"China, India, Japan",409,"January-05, August-04",47
USA/NY-WCMP4B06P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP4C01P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP4C02N/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP4D01P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP4D04P/2020,A.1,1.0,"USA, Australia, Canada",987,"February-25, July-14",68
USA/NY-WCMP4E05P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP4G04P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP4H03P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP5F01P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP5G03P/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",60
USA/NY-WCMP5H02P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP5H03P/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",60
USA/NY-WCMP9A05P/2020,A.1,1.0,"USA, Australia, Canada",987,"February-25, July-14",68
USA/NY-WCMP9A08P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP9B05P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP9B06P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP9B08P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP9B09P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP9D03P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP9E04P/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-WCMP9G04P/2020,B.1,0.86,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-10495-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-10496-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-10528-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-10683-01/2020,B.2.1,1.0,"UK, Australia, USA",2157,"February-09, July-20",62
USA/NY-Wadsworth-10690-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-10695-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-10703-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-10704-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-10707-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-10935-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-10955-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-10957-02/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-10958-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-10999-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11000-01/2020,B.2.1,1.0,"UK, Australia, USA",2157,"February-09, July-20",62
USA/NY-Wadsworth-11003-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11017-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11180-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11190-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11191-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11202-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11207-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11245-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11249-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11284-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11291-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11330-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11344-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11353-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11354-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11379-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11380-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11666-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11717-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11735-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-11736-02/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-12883-02/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-Wadsworth-13468-02/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-14726-02/2020,B.2.1,1.0,"UK, Australia, USA",2157,"February-09, July-20",62
USA/NY-Wadsworth-15616-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-16004-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-16080-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-16166-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-16480-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-16766-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-16833-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-22503-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-22874-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-25860-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-26088-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-26551-01/2020,B.1,0.86,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-26856-01/2020,A,1.0,"China, India, Japan",409,"January-05, August-04",47
USA/NY-Wadsworth-27073-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-27162-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-27804-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-29275-01/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-Wadsworth-30164-01/2020,B.11,1.0,"UK, Netherlands, Belgium",207,"January-29, June-07",105
USA/NY-Wadsworth-30246-01/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",53
USA/NY-Wadsworth-30878-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-31302-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-31364-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-31488-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-31617-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-31930-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-32104-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Wadsworth-32851-01/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Yale-022/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Yale-025/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Yale-026/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY-Yale-030/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
USA/NY1-PV08001/2020,B.4,1.0,"Australia, UK, India",249,"January-18, July-19",63
USA/NY2-PV08100/2020,A.2,1.0,"Spain, UK, Panama",412,"February-26, June-20",92
USA/NY_1922/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
USA/NY_2929/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
tiger/USA/NY-040420/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",32
